ID;Prioridad_proceso;Tipo_trabajo;Capacidad_y_brecha;Actores;Relacion_otros_modulos;Criterio_aceptacion;Prueba;Dependencia
RFQ-19;Media;Completar cobertura funcional;Archivos de solicitud. Acción de adjunto existe, pero no está consumida por interfaz de Pipeline ni demuestra propagación y lectura en taller.;Admin / vendedor / gerente según permiso;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Se ven los nombres, se pueden abrir y quitar del formulario; los archivos acompañan a la orden y pueden ser consultados en Producción.";"E2E-12: Se ven los nombres, se pueden abrir y quitar del formulario; los archivos acompañan a la orden y pueden ser consultados en Producción.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-01;Alta;Completar cobertura funcional;"Cálculo dentro de la cotización. No se encontró calculadora técnica contextual que aplique precio/material/espesor a la línea; el formulario comercial aislado hace sumas de precios capturados.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se abre un modal sin abandonar la RFQ; al confirmar traslada precio unitario, material, espesor y datos de cálculo a esa línea.";"E2E-10: Se abre un modal sin abandonar la RFQ; al confirmar traslada precio unitario, material, espesor y datos de cálculo a esa línea.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-02;Alta;Completar cobertura funcional;"Procesos acumulables. No se encontró motor de costos acumulados para láser/router/doblado/fabricación/flete; procesos de texto no ejecutan cálculos por estación.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";Se combinan Corte Láser, Router CNC, Dobladora, Fabricación y Otros/Flete, y el costo total suma las estaciones activas.;E2E-10: Se combinan Corte Láser, Router CNC, Dobladora, Fabricación y Otros/Flete, y el costo total suma las estaciones activas.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-03;Alta;Completar cobertura funcional;"Material y cantidad. Se admiten material textual y cantidad en el formulario aislado; faltan selección de material técnico, espesor y costo unitario derivado del motor.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se selecciona acero al carbono, acero inoxidable, aluminio u otro; se indica espesor en mm y cantidad; el costo unitario se obtiene del costo total y la cantidad.";"E2E-10: Se selecciona acero al carbono, acero inoxidable, aluminio u otro; se indica espesor en mm y cantidad; el costo unitario se obtiene del costo total y la cantidad.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-04;Alta;Completar cobertura funcional;Lectura geométrica DXF. No se encontró lector DXF ni extracción/conversión de unidades, perímetro, perforaciones o envolvente.;Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se detectan unidades y se convierten a mm; se presentan dimensiones, perímetro en metros, perforaciones y área rectangular envolvente estimada; perímetro y perforaciones precargan láser y siguen siendo editables.";"E2E-10: Se detectan unidades y se convierten a mm; se presentan dimensiones, perímetro en metros, perforaciones y área rectangular envolvente estimada; perímetro y perforaciones precargan láser y siguen siendo editables.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-05;Alta;Completar cobertura funcional;"Compatibilidad de geometrías DXF. No se encontró parser de entidades DXF ni pruebas de geometrías y unidades; tampoco una dependencia geométrica declarada.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se reconocen LINE, CIRCLE, ARC, ELLIPSE, LWPOLYLINE, POLYLINE y SPLINE según el lector del adjunto; se diferencian estimaciones de geometría de un cálculo industrial certificado. Unidades previstas: mm, pulgadas, cm, m y pies.";"E2E-10: Se reconocen LINE, CIRCLE, ARC, ELLIPSE, LWPOLYLINE, POLYLINE y SPLINE según el lector del adjunto; se diferencian estimaciones de geometría de un cálculo industrial certificado. Unidades previstas: mm, pulgadas, cm, m y pies.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-06;Alta;Completar cobertura funcional;EPS y AI con captura manual. No se encontró lectura BoundingBox EPS ni captura técnica manual de AI/EPS conectada a cotización.;Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"EPS con BoundingBox propone dimensiones; el resto se captura manualmente. AI se trata como diseño adjuntable con parámetros manuales; no se exige lectura automática que el adjunto no ofrece.";"E2E-10: EPS con BoundingBox propone dimensiones; el resto se captura manualmente. AI se trata como diseño adjuntable con parámetros manuales; no se exige lectura automática que el adjunto no ofrece.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-07;Alta;Completar cobertura funcional;"Costo de corte láser. Parámetros generales de láser no constituyen cálculo de corte/perforación/gas/setup/material; falta el motor y la pantalla del resultado.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se consideran horas de corte, tiempo de perforación por material/espesor, tarifa de máquina, consumo y costo del gas, setup y costo de material; se admiten O2, N2 y aire.";"E2E-11: Se consideran horas de corte, tiempo de perforación por material/espesor, tarifa de máquina, consumo y costo del gas, setup y costo de material; se admiten O2, N2 y aire.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-08;Alta;Completar cobertura funcional;"Costo de router. No se encontró cálculo router por fresa, horas, setup y material; tarifas generales no cubren ese resultado.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";Se capturan End-mill/Ball-nose, número de fresas, horas de maquinado, setup y costo de material, usando las tarifas configuradas.;E2E-11: Se capturan End-mill/Ball-nose, número de fresas, horas de maquinado, setup y costo de material, usando las tarifas configuradas.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-09;Alta;Completar cobertura funcional;Costo de doblado. No se encontró cálculo doblado por complejidad/longitud/productividad y segundo operario.;Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se capturan complejidad simple/media/compleja, longitud, setup, material y segundo operario; se calcula productividad afectada por longitud y costo adicional del segundo operario.";"E2E-11: Se capturan complejidad simple/media/compleja, longitud, setup, material y segundo operario; se calcula productividad afectada por longitud y costo adicional del segundo operario.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-10;Alta;Completar cobertura funcional;"Fabricación y otros costos. No se encontró cálculo acumulado de fabricación/soldadura/acabados/consumibles/flete en cotización; Gastos registra costo real posterior.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se capturan horas de mano de obra, soldadura, acabados, materiales, otros/subcontrato, flete y otros costos; soldadura incluye sus consumibles.";"E2E-11: Se capturan horas de mano de obra, soldadura, acabados, materiales, otros/subcontrato, flete y otros costos; soldadura incluye sus consumibles.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
COT-11;Alta;Completar cobertura funcional;"Precio y recargo. Se configura margen predeterminado pero no se encontró consumidor que calcule precio desde costo con recargo; total comercial no demuestra este cálculo.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se muestran costo total, costo unitario y precio unitario; el cálculo base es costo unitario por (1 + porcentaje/100), es decir recargo sobre costo. No sustituirlo silenciosamente por margen sobre venta.";"E2E-11: Se muestran costo total, costo unitario y precio unitario; el cálculo base es costo unitario por (1 + porcentaje/100), es decir recargo sobre costo. No sustituirlo silenciosamente por margen sobre venta.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-11 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
ORD-01;Media;Completar cobertura funcional;"Listado y filtros. Tabla filtra máquina y estado con folio/avance/compromiso; proyección omite cliente, origen y TI y no implementa todos los filtros requeridos.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se ve folio, origen RFQ/manual, cliente, área, horas, fecha y estado; se combina búsqueda por ID/cliente/notas con estado, área, cliente, tipo TI/comercial y período; se pueden limpiar filtros.";"E2E-15: Se ve folio, origen RFQ/manual, cliente, área, horas, fecha y estado; se combina búsqueda por ID/cliente/notas con estado, área, cliente, tipo TI/comercial y período; se pueden limpiar filtros.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
ORD-02;Media;Completar cobertura funcional;"Resumen operativo e interno. Avance y estados visibles; faltan resumen mensual TI, horas dedicadas y conteos completos del universo base.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se muestran totales, en proceso, atrasadas y entregadas; las TI incluyen conteo mensual, horas dedicadas y trabajos en progreso.";"E2E-09: Se muestran totales, en proceso, atrasadas y entregadas; las TI incluyen conteo mensual, horas dedicadas y trabajos en progreso.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
ORD-03;Media;Completar cobertura funcional;"Detalle integral. Selección abre partidas y comentarios; no detalle integral con cliente, importes, eficiencia, sesiones y adjuntos de todas las fuentes.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";Se abre un modal con cliente, fechas, horas estimadas/reales, eficiencia, sesiones, líneas con importes y adjuntos de entrada, salida y sesiones.;E2E-15: Se abre un modal con cliente, fechas, horas estimadas/reales, eficiencia, sesiones, líneas con importes y adjuntos de entrada, salida y sesiones.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
ORD-05;Media;Completar cobertura funcional;"Edición de orden. Hay cambios de estado/asignación; no editor conectado de cabecera, procesos, partidas y adjuntos ni política de edición según ejecución.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";Se pueden cambiar RFQ vinculada, cliente, área, procesos, horas estimadas, fecha requerida, estado, notas, partidas y archivos. La versión objetivo debe definir qué campos siguen editables después de iniciar y preservar la ejecución ya registrada.;E2E-15: Se pueden cambiar RFQ vinculada, cliente, área, procesos, horas estimadas, fecha requerida, estado, notas, partidas y archivos. La versión objetivo debe definir qué campos siguen editables después de iniciar y preservar la ejecución ya registrada.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
ORD-06;Media;Resolver decisión de negocio;"Captura de trabajo heredado. Excepción de ingreso histórico pendiente de negocio. El alta manual actual no captura el paquete de referencia ni genera AR borrador; no eliminar la capacidad histórica del inventario.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se captura ID previo único, cliente, monto sin IVA, IVA, condición de pago, referencia externa, área, procesos, fecha, horas, notas, archivos y partes; crea orden en Bandeja y AR borrador sin consumir folio RFQ. Reconciliar esta excepción con OBS-15.";"E2E-14: Se captura ID previo único, cliente, monto sin IVA, IVA, condición de pago, referencia externa, área, procesos, fecha, horas, notas, archivos y partes; crea orden en Bandeja y AR borrador sin consumir folio RFQ. Reconciliar esta excepción con OBS-15.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones."
ORD-07;Media;Completar cobertura funcional;"Partes y metas. Alta captura partidas, material, cantidades/unidad; no ofrece metas por cada proceso y su edición ordenada después del alta.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";Se agregan/retiran partes, se define número o nombre de parte, descripción, material y cantidad, se seleccionan procesos ordenados y se indica meta de piezas por proceso.;E2E-15: Se agregan/retiran partes, se define número o nombre de parte, descripción, material y cantidad, se seleccionan procesos ordenados y se indica meta de piezas por proceso.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
ORD-08;Alta;Completar cobertura funcional;Sincronización comercial. No se encontró sincronización de cambios comerciales pendientes hacia una OP existente preservando IDs/avance.;Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se actualizan líneas, áreas, procesos, proveedores y archivos de la orden; se preservan identificadores compatibles y avances existentes; se marca sincronizada y deja de mostrar aviso de cambio pendiente.";"E2E-13: Se actualizan líneas, áreas, procesos, proveedores y archivos de la orden; se preservan identificadores compatibles y avances existentes; se marca sincronizada y deja de mostrar aviso de cambio pendiente.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
ORD-09;Media;Completar cobertura funcional;Nuevos archivos durante ejecución. No se encontró aviso de nuevos archivos ni acuse visto desde orden/piso.;Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"El operador ve aviso de nuevos archivos y puede marcarlo visto; puede consultar los documentos comerciales y de la orden desde el detalle.";"E2E-12: El operador ve aviso de nuevos archivos y puede marcarlo visto; puede consultar los documentos comerciales y de la orden desde el detalle.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
ORD-10;Media;Completar cobertura funcional;"Eliminación administrativa. Cancelación lógica con motivo preserva la orden; no se acredita reconciliación de su CxC/programación ni equivalencia de retiro con AR pendiente.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se confirma el retiro y se comprueba si existe AR activo pendiente/borrador; con ese vínculo no procede la eliminación. La versión mejorada puede usar baja lógica equivalente y debe preservar trazabilidad histórica.";"E2E-16: Se confirma el retiro y se comprueba si existe AR activo pendiente/borrador; con ese vínculo no procede la eliminación. La versión mejorada puede usar baja lógica equivalente y debe preservar trazabilidad histórica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-06 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
ORD-11;Media;Completar cobertura funcional;Comparativa de desempeño. Se registran tiempos y costos, pero no existe comparativa conectada de eficiencia/puntualidad/incidencias/venta por orden y agregados.;Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se comparan por orden comercial horas estimadas/reales, eficiencia, puntualidad, sesiones, incidencias contadas como pausas y venta MXN; se muestran totales y promedio.";"E2E-32: Se comparan por orden comercial horas estimadas/reales, eficiencia, puntualidad, sesiones, incidencias contadas como pausas y venta MXN; se muestran totales y promedio.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-11 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
ORD-12;Media;Completar cobertura funcional;"Estados y fechas operativas. Estados productivos, programación y entrega derivada son distintos; Programar en Órdenes cambia estado sin agenda, y fabricación completada es terminal. Falta reconciliar resultado entre vistas.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Se distinguen aprobado, bandeja, en_proceso, pausada, lista, entregada y cancelada. Fecha requerida y fecha planeada son datos distintos; existen semánticas de fecha fija/flexible en los datos, sin asumir un selector visible que no se muestra.";"E2E-15: Se distinguen aprobado, bandeja, en_proceso, pausada, lista, entregada y cancelada. Fecha requerida y fecha planeada son datos distintos; existen semánticas de fecha fija/flexible en los datos, sin asumir un selector visible que no se muestra.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-03 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-01;Media;Completar cobertura funcional;"Tableros de trabajo. Existe Kanban administrativo y piso PIN separado; faltan vistas calendario/por área y contadores base en la experiencia del operador.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se presenta saludo/nombre, fecha, contadores de bandeja y urgentes, vistas Kanban, Calendario y Por área; Kanban separa Aprobado, Bandeja, En proceso, Pausada y Lista.";"E2E-17: Se presenta saludo/nombre, fecha, contadores de bandeja y urgentes, vistas Kanban, Calendario y Por área; Kanban separa Aprobado, Bandeja, En proceso, Pausada y Lista.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-02;Media;Completar cobertura funcional;"Filtrar y agrupar por área. Servicio admite recurso, pero UI de Kanban no presenta filtro por área ni agrupación de actividades multicentro; no se debe inferirlo por tener programaciones.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Kanban y calendario consideran las áreas de líneas/partidas; la vista Por área muestra agrupación por procesos y trabajos sin proceso. En la versión objetivo validar visibilidad de todas las partes de órdenes multiárea.";"E2E-17: Kanban y calendario consideran las áreas de líneas/partidas; la vista Por área muestra agrupación por procesos y trabajos sin proceso. En la versión objetivo validar visibilidad de todas las partes de órdenes multiárea.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-03;Media;Completar cobertura funcional;"Tarjeta de trabajo. Tarjeta muestra folio, avance, compromiso y estado; faltan cliente, TI, procesos, adjuntos, pausa e historial completo al seleccionarla.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se muestran cliente, folio, TI si corresponde, áreas, procesos, fecha, horas, semáforo, cantidad de archivos, motivo de pausa, avance y sesiones; al seleccionar se abre su detalle.";"E2E-17: Se muestran cliente, folio, TI si corresponde, áreas, procesos, fecha, horas, semáforo, cantidad de archivos, motivo de pausa, avance y sesiones; al seleccionar se abre su detalle.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-04;Media;Completar cobertura funcional;"Preparación e inicio. Se implementa preparación e inicio por recurso con identidad de operador; falta recorrer el acceso conjunto panel/PIN y comprobar equivalencia de exclusividad para recursos asignados.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se actualizan estado y contadores; iniciar comprueba que no exista otra orden en proceso con área compartida. El nivel de exclusividad base es área, no cada máquina individual.";"E2E-17: Se actualizan estado y contadores; iniciar comprueba que no exista otra orden en proceso con área compartida. El nivel de exclusividad base es área, no cada máquina individual.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-02 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-05;Media;Completar cobertura funcional;"Pausa motivada. Sesión admite seis motivos y libera recurso dejándolo bloqueado; la pausa rápida de OP es otra acción y no pide motivo ni libera agenda de la misma forma.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se elige falta de información, material pendiente, aprobación de cliente, problema técnico, mantenimiento u otro; confirmar deja Pausada con motivo y libera su fecha planeada.";"E2E-18: Se elige falta de información, material pendiente, aprobación de cliente, problema técnico, mantenimiento u otro; confirmar deja Pausada con motivo y libera su fecha planeada.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-06;Media;Completar cobertura funcional;"Reanudación con contexto. Reanudación pasa por preparación o transición OP; no muestra resumen de última sesión/operador/notas/motivo antes de confirmar desde todos los puntos de entrada.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se muestra última sesión, operador, horario, avances, notas y motivo; Continuar reanuda aplicando el control de área ocupada y Cancelar conserva la pausa.";"E2E-18: Se muestra última sesión, operador, horario, avances, notas y motivo; Continuar reanuda aplicando el control de área ocupada y Cancelar conserva la pausa.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-07;Media;Completar cobertura funcional;"Sesión de trabajo. Sesión registra inicio/fin del servidor, notas, piezas y motivo; no captura adjuntos de avance ni todos los datos manuales de incidencia/turno.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se capturan hora inicial/final, tipo y detalle de incidente, notas del turno, archivos de avance y piezas; se conservan fecha, operador e identificador de la sesión al guardar.";"E2E-18: Se capturan hora inicial/final, tipo y detalle de incidente, notas del turno, archivos de avance y piezas; se conservan fecha, operador e identificador de la sesión al guardar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-08;Media;Completar cobertura funcional;"Horas netas. Cálculo 12:00–13:00 de Tijuana pasa cinco casos locales, incluyendo solapamiento parcial; falta visualización acumulada contra cotizado/restante/exceso e integración SQL ejecutada.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Las horas netas descuentan solo el solapamiento con esa franja; se acumulan entre sesiones y se muestran contra horas cotizadas, restantes y exceso. Registrar cualquier jornada diferente como regla objetivo.";"E2E-19: Las horas netas descuentan solo el solapamiento con esa franja; se acumulan entre sesiones y se muestran contra horas cotizadas, restantes y exceso. Registrar cualquier jornada diferente como regla objetivo.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-09;Alta;Completar cobertura funcional;"Avances parciales por parte y proceso. Cantidad se acumula por partida y solo en última secuencia; no representa metas y parciales por cada pareja parte/proceso como la referencia.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se acumulan las piezas por pareja parte/proceso, se ve hecho/meta/pendiente/porcentaje y se determina cuándo todos los procesos llegaron a su meta; contar operaciones no equivale a piezas físicas únicas.";"E2E-19: Se acumulan las piezas por pareja parte/proceso, se ve hecho/meta/pendiente/porcentaje y se determina cuándo todos los procesos llegaron a su meta; contar operaciones no equivale a piezas físicas únicas.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
PRD-10;Media;Resolver decisión de negocio;"Orden heredada sin partes. No existe modo global para orden sin partidas; depende de decidir soporte histórico y conversión a estructura objetivo sin perder avance.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se ofrece avance global por piezas del día y acumulado; se puede guardar sesión o marcar completa. Cuando las líneas tienen área y procesos, se dispone de generación de partidas para continuar con detalle.";"E2E-19: Se ofrece avance global por piezas del día y acumulado; se puede guardar sesión o marcar completa. Cuando las líneas tienen área y procesos, se dispone de generación de partidas para continuar con detalle.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones."
PRD-11;Media;Completar cobertura funcional;"Procesos según área del operador. Asignación individual por partida y filtro de piso existen; no se encontró asignación separada de operador por cada proceso ni pendientes de otros operadores visibles.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";El cierre presenta procesos de esa área e informa los pendientes de otros operadores. Es una capacidad condicionada por datos: el formulario de alta de usuarios del ZIP no incorpora la asignación de área.;E2E-20: El cierre presenta procesos de esa área e informa los pendientes de otros operadores. Es una capacidad condicionada por datos: el formulario de alta de usuarios del ZIP no incorpora la asignación de área.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-12;Media;Completar cobertura funcional;"Confirmación documental e identidad. PIN coincide con identidad y valida antes de guardar; horas vienen del servidor. Falta confirmación de devolución de archivos y cancelación documental integrada.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Se requieren hora de inicio/fin, confirmación de devolución de archivos y PIN; cancelar la confirmación no registra la sesión. Las notas aparecen como campo de turno; no inventar validación obligatoria del ZIP donde solo existe una etiqueta.";"E2E-18: Se requieren hora de inicio/fin, confirmación de devolución de archivos y PIN; cancelar la confirmación no registra la sesión. Las notas aparecen como campo de turno; no inventar validación obligatoria del ZIP donde solo existe una etiqueta.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-13;Media;Completar cobertura funcional;"Cierre parcial y final. Lista/entregada se derivan de cantidades, entrega parcial tiene entidad propia; falta comprobar flujo real y retiro automático de entregadas de los tableros activos.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"El parcial conserva el trabajo abierto y su historial; completar todas las metas mueve a Lista; Lista permite Entregar. Una orden entregada sale de los tableros activos y conserva documentos e historial.";"E2E-19: El parcial conserva el trabajo abierto y su historial; completar todas las metas mueve a Lista; Lista permite Entregar. Una orden entregada sale de los tableros activos y conserva documentos e historial.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-05,D-06 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
PRD-14;Media;Completar cobertura funcional;"Activación de cobranza por fin de trabajo. CxC se abre manualmente desde OP completada; no activa un borrador previo ni conserva anticipo anterior porque ese flujo no está representado.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Su AR borrador pasa a pendiente y recibe vencimiento según contado/15/30/crédito; anticipos registrados se conservan. Separar existencia del AR desde aprobación de exigibilidad al terminar.";"E2E-23: Su AR borrador pasa a pendiente y recibe vencimiento según contado/15/30/crédito; anticipos registrados se conservan. Separar existencia del AR desde aprobación de exigibilidad al terminar.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
