ID;Origen;Modulo_base;Capacidad_base;Fuente_base;Resultado_exigido;Actor_objetivo;Puntos_entrada_revisados;Operacion_disparador;Datos_relacionados;Regla_estado_y_resultado_objetivo;Evidencia_codigo;Evidencia_ejecutada_local;Evidencia_funcional_E2E;Clasificacion;Motivo;Siguiente_prueba_necesaria;Dependencia;Decisiones_relacionadas
COT-03;B;Cotizador técnico;Material y cantidad;"src/App.jsx:759-771;801-803;849-865";"Se selecciona acero al carbono, acero inoxidable, aluminio u otro; se indica espesor en mm y cantidad; el costo unitario se obtiene del costo total y la cantidad.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se configura la pieza;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se admiten material textual y cantidad en el formulario aislado; faltan selección de material técnico, espesor y costo unitario derivado del motor.";"src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72; src/modulos/pipeline/servicios/calcular-totales-cotizacion.ts:25";unitarias/pipeline-totales (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Se admiten material textual y cantidad en el formulario aislado; faltan selección de material técnico, espesor y costo unitario derivado del motor.";"E2E-10: Se selecciona acero al carbono, acero inoxidable, aluminio u otro; se indica espesor en mm y cantidad; el costo unitario se obtiene del costo total y la cantidad.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-04;B;Cotizador técnico;Lectura geométrica DXF;"src/App.jsx:177-317;774-786;825-846";"Se detectan unidades y se convierten a mm; se presentan dimensiones, perímetro en metros, perforaciones y área rectangular envolvente estimada; perímetro y perforaciones precargan láser y siguen siendo editables.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se carga o arrastra un DXF interpretable;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";No se encontró lector DXF ni extracción/conversión de unidades, perímetro, perforaciones o envolvente.;"src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72; src/modulos/configuracion/tipos/configuracion.ts:15";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró lector DXF ni extracción/conversión de unidades, perímetro, perforaciones o envolvente.;"E2E-10: Se detectan unidades y se convierten a mm; se presentan dimensiones, perímetro en metros, perforaciones y área rectangular envolvente estimada; perímetro y perforaciones precargan láser y siguen siendo editables.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-05;B;Cotizador técnico;Compatibilidad de geometrías DXF;src/App.jsx:177-317;"Se reconocen LINE, CIRCLE, ARC, ELLIPSE, LWPOLYLINE, POLYLINE y SPLINE según el lector del adjunto; se diferencian estimaciones de geometría de un cálculo industrial certificado. Unidades previstas: mm, pulgadas, cm, m y pies.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se analiza un archivo con geometrías compatibles;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"No se encontró parser de entidades DXF ni pruebas de geometrías y unidades; tampoco una dependencia geométrica declarada.";"src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72; src/modulos/configuracion/tipos/configuracion.ts:15";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"No se encontró parser de entidades DXF ni pruebas de geometrías y unidades; tampoco una dependencia geométrica declarada.";"E2E-10: Se reconocen LINE, CIRCLE, ARC, ELLIPSE, LWPOLYLINE, POLYLINE y SPLINE según el lector del adjunto; se diferencian estimaciones de geometría de un cálculo industrial certificado. Unidades previstas: mm, pulgadas, cm, m y pies.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-06;B;Cotizador técnico;EPS y AI con captura manual;"src/App.jsx:787-799;827-845";"EPS con BoundingBox propone dimensiones; el resto se captura manualmente. AI se trata como diseño adjuntable con parámetros manuales; no se exige lectura automática que el adjunto no ofrece.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se adjunta EPS o AI en el cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";No se encontró lectura BoundingBox EPS ni captura técnica manual de AI/EPS conectada a cotización.;"src/modulos/pipeline/acciones/agregar-archivo-adjunto.ts:30; src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró lectura BoundingBox EPS ni captura técnica manual de AI/EPS conectada a cotización.;"E2E-10: EPS con BoundingBox propone dimensiones; el resto se captura manualmente. AI se trata como diseño adjuntable con parámetros manuales; no se exige lectura automática que el adjunto no ofrece.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-07;B;Cotizador técnico;Costo de corte láser;"src/App.jsx:324-334;880-896";"Se consideran horas de corte, tiempo de perforación por material/espesor, tarifa de máquina, consumo y costo del gas, setup y costo de material; se admiten O2, N2 y aire.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se elige gas, velocidad, longitud, perforaciones, setup y material;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Parámetros generales de láser no constituyen cálculo de corte/perforación/gas/setup/material; falta el motor y la pantalla del resultado.";"src/modulos/configuracion/componentes/pestana-tarifas.tsx:23; src/modulos/configuracion/tipos/configuracion.ts:15; src/modulos/pipeline/servicios/calcular-totales-cotizacion.ts:25";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"Parámetros generales de láser no constituyen cálculo de corte/perforación/gas/setup/material; falta el motor y la pantalla del resultado.";"E2E-11: Se consideran horas de corte, tiempo de perforación por material/espesor, tarifa de máquina, consumo y costo del gas, setup y costo de material; se admiten O2, N2 y aire.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-08;B;Cotizador técnico;Costo de router;"src/App.jsx:336-340;898-910";Se capturan End-mill/Ball-nose, número de fresas, horas de maquinado, setup y costo de material, usando las tarifas configuradas.;Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se cotiza Router CNC;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"No se encontró cálculo router por fresa, horas, setup y material; tarifas generales no cubren ese resultado.";"src/modulos/configuracion/componentes/pestana-tarifas.tsx:23; src/modulos/configuracion/tipos/configuracion.ts:15";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"No se encontró cálculo router por fresa, horas, setup y material; tarifas generales no cubren ese resultado.";E2E-11: Se capturan End-mill/Ball-nose, número de fresas, horas de maquinado, setup y costo de material, usando las tarifas configuradas.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-09;B;Cotizador técnico;Costo de doblado;"src/App.jsx:341-350;912-930";"Se capturan complejidad simple/media/compleja, longitud, setup, material y segundo operario; se calcula productividad afectada por longitud y costo adicional del segundo operario.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se cotiza Dobladora;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";No se encontró cálculo doblado por complejidad/longitud/productividad y segundo operario.;"src/modulos/configuracion/componentes/pestana-tarifas.tsx:23; src/modulos/configuracion/tipos/configuracion.ts:15";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró cálculo doblado por complejidad/longitud/productividad y segundo operario.;"E2E-11: Se capturan complejidad simple/media/compleja, longitud, setup, material y segundo operario; se calcula productividad afectada por longitud y costo adicional del segundo operario.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-10;B;Cotizador técnico;Fabricación y otros costos;"src/App.jsx:351-358;932-950";"Se capturan horas de mano de obra, soldadura, acabados, materiales, otros/subcontrato, flete y otros costos; soldadura incluye sus consumibles.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se cotizan operaciones de fabricación y logística;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"No se encontró cálculo acumulado de fabricación/soldadura/acabados/consumibles/flete en cotización; Gastos registra costo real posterior.";"src/modulos/configuracion/componentes/pestana-tarifas.tsx:23; src/modulos/pipeline/servicios/calcular-totales-cotizacion.ts:25; src/modulos/gastos/servicios/rentabilidad-servicio.ts:12";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"No se encontró cálculo acumulado de fabricación/soldadura/acabados/consumibles/flete en cotización; Gastos registra costo real posterior.";"E2E-11: Se capturan horas de mano de obra, soldadura, acabados, materiales, otros/subcontrato, flete y otros costos; soldadura incluye sus consumibles.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
COT-11;B;Cotizador técnico;Precio y recargo;"src/App.jsx:801-803;952-970";"Se muestran costo total, costo unitario y precio unitario; el cálculo base es costo unitario por (1 + porcentaje/100), es decir recargo sobre costo. No sustituirlo silenciosamente por margen sobre venta.";Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";se ajusta el campo llamado Margen %;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Se configura margen predeterminado pero no se encontró consumidor que calcule precio desde costo con recargo; total comercial no demuestra este cálculo.";"src/modulos/configuracion/tipos/configuracion.ts:15; src/modulos/pipeline/servicios/calcular-totales-cotizacion.ts:25";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"Se configura margen predeterminado pero no se encontró consumidor que calcule precio desde costo con recargo; total comercial no demuestra este cálculo.";"E2E-11: Se muestran costo total, costo unitario y precio unitario; el cálculo base es costo unitario por (1 + porcentaje/100), es decir recargo sobre costo. No sustituirlo silenciosamente por margen sobre venta.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-11 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-11
ORD-01;B;Órdenes;Listado y filtros;src/App.jsx:1589-1705;"Se ve folio, origen RFQ/manual, cliente, área, horas, fecha y estado; se combina búsqueda por ID/cliente/notas con estado, área, cliente, tipo TI/comercial y período; se pueden limpiar filtros.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se consultan órdenes;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Tabla filtra máquina y estado con folio/avance/compromiso; proyección omite cliente, origen y TI y no implementa todos los filtros requeridos.";"src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/app/(privado)/ordenes/page.tsx:62";unitarias/uso-tienda-ordenes (13 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Tabla filtra máquina y estado con folio/avance/compromiso; proyección omite cliente, origen y TI y no implementa todos los filtros requeridos.";"E2E-15: Se ve folio, origen RFQ/manual, cliente, área, horas, fecha y estado; se combina búsqueda por ID/cliente/notas con estado, área, cliente, tipo TI/comercial y período; se pueden limpiar filtros.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
ORD-02;B;Órdenes;Resumen operativo e interno;"src/App.jsx:1583-1588;1620-1632";"Se muestran totales, en proceso, atrasadas y entregadas; las TI incluyen conteo mensual, horas dedicadas y trabajos en progreso.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;hay órdenes comerciales e internas;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Avance y estados visibles; faltan resumen mensual TI, horas dedicadas y conteos completos del universo base.";"src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/dashboard/componentes/operacion-dashboard.tsx:17";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Avance y estados visibles; faltan resumen mensual TI, horas dedicadas y conteos completos del universo base.";"E2E-09: Se muestran totales, en proceso, atrasadas y entregadas; las TI incluyen conteo mensual, horas dedicadas y trabajos en progreso.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
ORD-03;B;Órdenes;Detalle integral;src/App.jsx:1793-1869;Se abre un modal con cliente, fechas, horas estimadas/reales, eficiencia, sesiones, líneas con importes y adjuntos de entrada, salida y sesiones.;Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se hace clic en la fila de una orden;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Selección abre partidas y comentarios; no detalle integral con cliente, importes, eficiencia, sesiones y adjuntos de todas las fuentes.";"src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/produccion/componentes/operacion-produccion.tsx:27";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Selección abre partidas y comentarios; no detalle integral con cliente, importes, eficiencia, sesiones y adjuntos de todas las fuentes.";E2E-15: Se abre un modal con cliente, fechas, horas estimadas/reales, eficiencia, sesiones, líneas con importes y adjuntos de entrada, salida y sesiones.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
ORD-04;B;Órdenes;Alta administrativa base;"src/App.jsx:1516;1527-1543;1616-1617;1919-1940";"Se puede vincular RFQ aprobada o capturar cliente, área, fecha, horas, notas y partidas; se identifica como capacidad antigua que OBS-15 reemplaza por creación comercial centralizada.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se registra una orden desde Nueva orden en el ZIP;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"La obligación de alta ordinaria administrativa se sustituye por OBS-15. El formulario manual continúa visible en la mejora; se evalúa como diferencia bajo OBS-15, sin exigir dos reglas incompatibles.";"src/app/(privado)/ordenes/page.tsx:62; src/modulos/ordenes/componentes/formulario-orden.tsx:136";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";sustituida por observación;"La obligación de alta ordinaria administrativa se sustituye por OBS-15. El formulario manual continúa visible en la mejora; se evalúa como diferencia bajo OBS-15, sin exigir dos reglas incompatibles.";Evaluar sustituto OBS-15.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones.";D-01
ORD-05;B;Órdenes;Edición de orden;"src/App.jsx:1527-1543;1688-1698;1919-1964";Se pueden cambiar RFQ vinculada, cliente, área, procesos, horas estimadas, fecha requerida, estado, notas, partidas y archivos. La versión objetivo debe definir qué campos siguen editables después de iniciar y preservar la ejecución ya registrada.;Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se abre Editar;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Hay cambios de estado/asignación; no editor conectado de cabecera, procesos, partidas y adjuntos ni política de edición según ejecución.";"src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/ordenes/componentes/formulario-orden.tsx:136; src/modulos/ordenes/servicios/reglas-transicion.ts:12";unitarias/ordenes-transiciones (11 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Hay cambios de estado/asignación; no editor conectado de cabecera, procesos, partidas y adjuntos ni política de edición según ejecución.";E2E-15: Se pueden cambiar RFQ vinculada, cliente, área, procesos, horas estimadas, fecha requerida, estado, notas, partidas y archivos. La versión objetivo debe definir qué campos siguen editables después de iniciar y preservar la ejecución ya registrada.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
ORD-06;B;Órdenes;Captura de trabajo heredado;"src/App.jsx:1546-1572;1977-2065";"Se captura ID previo único, cliente, monto sin IVA, IVA, condición de pago, referencia externa, área, procesos, fecha, horas, notas, archivos y partes; crea orden en Bandeja y AR borrador sin consumir folio RFQ. Reconciliar esta excepción con OBS-15.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se usa Orden manual (migración);"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Excepción de ingreso histórico pendiente de negocio. El alta manual actual no captura el paquete de referencia ni genera AR borrador; no eliminar la capacidad histórica del inventario.";"src/modulos/ordenes/componentes/formulario-orden.tsx:136; src/app/(privado)/ordenes/page.tsx:62; supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";decisión pendiente;"Excepción de ingreso histórico pendiente de negocio. El alta manual actual no captura el paquete de referencia ni genera AR borrador; no eliminar la capacidad histórica del inventario.";"E2E-14: Se captura ID previo único, cliente, monto sin IVA, IVA, condición de pago, referencia externa, área, procesos, fecha, horas, notas, archivos y partes; crea orden en Bandeja y AR borrador sin consumir folio RFQ. Reconciliar esta excepción con OBS-15.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones.";D-01
ORD-07;B;Órdenes;Partes y metas;"src/App.jsx:1452-1505;1939-1940;2050";Se agregan/retiran partes, se define número o nombre de parte, descripción, material y cantidad, se seleccionan procesos ordenados y se indica meta de piezas por proceso.;Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se usa el editor de partes;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Alta captura partidas, material, cantidades/unidad; no ofrece metas por cada proceso y su edición ordenada después del alta.";"src/modulos/ordenes/componentes/formulario-orden.tsx:136; src/modulos/ordenes/tipos/ordenes.ts:5; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:674";unitarias/ordenes-esquemas (20 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Alta captura partidas, material, cantidades/unidad; no ofrece metas por cada proceso y su edición ordenada después del alta.";E2E-15: Se agregan/retiran partes, se define número o nombre de parte, descripción, material y cantidad, se seleccionan procesos ordenados y se indica meta de piezas por proceso.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
ORD-08;B;Órdenes;Sincronización comercial;src/App.jsx:1870-1905;"Se actualizan líneas, áreas, procesos, proveedores y archivos de la orden; se preservan identificadores compatibles y avances existentes; se marca sincronizada y deja de mostrar aviso de cambio pendiente.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se elige Sincronizar con RFQ y se confirma;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";No se encontró sincronización de cambios comerciales pendientes hacia una OP existente preservando IDs/avance.;"src/modulos/pipeline/acciones/actualizar-cotizacion.ts:18; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró sincronización de cambios comerciales pendientes hacia una OP existente preservando IDs/avance.;"E2E-13: Se actualizan líneas, áreas, procesos, proveedores y archivos de la orden; se preservan identificadores compatibles y avances existentes; se marca sincronizada y deja de mostrar aviso de cambio pendiente.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
ORD-09;B;Órdenes;Nuevos archivos durante ejecución;"src/App.jsx:1532-1538;1942-1962;3482-3485;4042-4060";"El operador ve aviso de nuevos archivos y puede marcarlo visto; puede consultar los documentos comerciales y de la orden desde el detalle.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se agregan adjuntos a una orden en proceso o pausada;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";No se encontró aviso de nuevos archivos ni acuse visto desde orden/piso.;"src/modulos/pipeline/acciones/agregar-archivo-adjunto.ts:30; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/produccion/componentes/panel-operador-produccion.tsx:39";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;No se encontró aviso de nuevos archivos ni acuse visto desde orden/piso.;"E2E-12: El operador ve aviso de nuevos archivos y puede marcarlo visto; puede consultar los documentos comerciales y de la orden desde el detalle.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
ORD-10;B;Órdenes;Eliminación administrativa;"src/App.jsx:1576-1581;1967-1974";"Se confirma el retiro y se comprueba si existe AR activo pendiente/borrador; con ese vínculo no procede la eliminación. La versión mejorada puede usar baja lógica equivalente y debe preservar trazabilidad histórica.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se solicita retirar una orden;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Cancelación lógica con motivo preserva la orden; no se acredita reconciliación de su CxC/programación ni equivalencia de retiro con AR pendiente.";"src/modulos/ordenes/servicios/reglas-transicion.ts:12; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:26; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188";"unitarias/ordenes-transiciones (11 casos aprobados); integracion/ordenes-acciones (5 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Cancelación lógica con motivo preserva la orden; no se acredita reconciliación de su CxC/programación ni equivalencia de retiro con AR pendiente.";"E2E-16: Se confirma el retiro y se comprueba si existe AR activo pendiente/borrador; con ese vínculo no procede la eliminación. La versión mejorada puede usar baja lógica equivalente y debe preservar trazabilidad histórica.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-06 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-06
ORD-11;B;Órdenes;Comparativa de desempeño;src/App.jsx:1708-1792;"Se comparan por orden comercial horas estimadas/reales, eficiencia, puntualidad, sesiones, incidencias contadas como pausas y venta MXN; se muestran totales y promedio.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se abre Comparativa KPI;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";Se registran tiempos y costos, pero no existe comparativa conectada de eficiencia/puntualidad/incidencias/venta por orden y agregados.;"src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/gastos/servicios/rentabilidad-servicio.ts:12";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Se registran tiempos y costos, pero no existe comparativa conectada de eficiencia/puntualidad/incidencias/venta por orden y agregados.;"E2E-32: Se comparan por orden comercial horas estimadas/reales, eficiencia, puntualidad, sesiones, incidencias contadas como pausas y venta MXN; se muestran totales y promedio.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-11 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-11
ORD-12;B;Órdenes;Estados y fechas operativas;"src/App.jsx:91-99;1516-1517;1575;1637-1639;1937;3320-3335";"Se distinguen aprobado, bandeja, en_proceso, pausada, lista, entregada y cancelada. Fecha requerida y fecha planeada son datos distintos; existen semánticas de fecha fija/flexible en los datos, sin asumir un selector visible que no se muestra.";Admin / responsable de producción;/ordenes: alta manual, tabla, partidas, cambio de estado, comentarios;se consulta o edita el estado de una orden;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Estados productivos, programación y entrega derivada son distintos; Programar en Órdenes cambia estado sin agenda, y fabricación completada es terminal. Falta reconciliar resultado entre vistas.";"src/modulos/ordenes/servicios/reglas-transicion.ts:12; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/planeacion/componentes/calendario-planeacion.tsx:183";"unitarias/ordenes-transiciones (11 casos aprobados); unitarias/produccion-tablero (2 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Estados productivos, programación y entrega derivada son distintos; Programar en Órdenes cambia estado sin agenda, y fabricación completada es terminal. Falta reconciliar resultado entre vistas.";"E2E-15: Se distinguen aprobado, bandeja, en_proceso, pausada, lista, entregada y cancelada. Fecha requerida y fecha planeada son datos distintos; existen semánticas de fecha fija/flexible en los datos, sin asumir un selector visible que no se muestra.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-03 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-03
